"StateName","state_id","DistrictName","DISTRICT_ID","TotalUAM","General","SC","ST","OBC","_CreatedDate"
"WEST BENGAL","19","UTTAR DINAJPUR","639","763","525","111","5","122","2019-08-06T08:30:02.360"
"WEST BENGAL","19","WEST MEDINIPUR","333","2403","2026","156","52","169","2019-08-06T08:30:02.360"
"ANDAMAN AND NICOBAR ISLANDS","35","NIKOBARS","603","67","62","0","2","3","2019-08-06T08:30:10.930"
"ANDAMAN AND NICOBAR ISLANDS","35","NORTH AND MIDDLE ANDAMAN","698","340","205","3","0","132","2019-08-06T08:30:10.930"
"ANDAMAN AND NICOBAR ISLANDS","35","SOUTH ANDAMANS","602","3020","2430","21","13","556","2019-08-06T08:30:10.930"
"CHANDIGARH","4","CHANDIGARH","74","5134","4659","237","18","220","2019-08-06T08:30:16.597"
"DADAR AND NAGAR HAVELI","26","DADRA AND NAGAR HAVELLI","454","1751","1473","30","100","148","2019-08-06T08:30:22.453"
"DAMAN AND DIU","25","DAMAN","453","548","443","28","13","64","2019-08-06T08:30:28.230"
"DAMAN AND DIU","25","DIU","452","32","15","4","0","13","2019-08-06T08:30:28.230"
"DELHI ","7","CENTRAL","112","3507","3113","198","11","185","2019-08-06T08:30:33.797"
"DELHI ","7","EAST","110","8350","7217","421","17","695","2019-08-06T08:30:33.797"
"DELHI ","7","NEW DELHI","111","7049","5600","457","38","954","2019-08-06T08:30:33.797"
"DELHI ","7","NORTH","108","3368","2893","191","12","272","2019-08-06T08:30:33.797"
"DELHI ","7","NORTH EAST","109","2752","2124","175","4","449","2019-08-06T08:30:33.797"
"DELHI ","7","NORTH WEST","107","7469","6113","596","21","739","2019-08-06T08:30:33.797"
"DELHI ","7","SHAHDARA","626","646","543","49","2","52","2019-08-06T08:30:33.797"
"DELHI ","7","SOUTH ","115","11360","9862","519","66","913","2019-08-06T08:30:33.797"
"DELHI ","7","SOUTH EAST","627","1489","1221","80","9","179","2019-08-06T08:30:33.797"
"DELHI ","7","SOUTH WEST","114","7356","6216","383","52","705","2019-08-06T08:30:33.797"
"DELHI ","7","WEST","113","8124","7144","403","25","552","2019-08-06T08:30:33.797"
"LAKSHADWEEP","31","LAKSHADWEEP DISTRICT","553","34","2","0","32","0","2019-08-06T08:30:40.997"
"PUDUCHERRY","34","KARAIKAL","601","392","145","34","1","212","2019-08-06T08:30:46.547"
"PUDUCHERRY","34","MEHE","600","20","5","0","0","15","2019-08-06T08:30:46.547"
"PUDUCHERRY","34","PONDICHERRY","599","3727","1941","222","10","1554","2019-08-06T08:30:46.547"
"PUDUCHERRY","34","YANAM","598","12","7","3","0","2","2019-08-06T08:30:46.547"
